,Run1 (ms),Run2 (ms),Run3 (ms),Run4 (ms),Id
24244,64.98505,64.98505,65.15179,65.04607,Id_24245
24245,51.32949,51.32949,51.306713,52.51299,Id_24246
24246,118.078384,118.078384,118.54487,116.69995,Id_24247
24247,71.177704,71.177704,72.25305,70.99051,Id_24248
24248,65.20711,65.20711,62.656498,61.09315,Id_24249
24249,51.47034,51.47034,49.079887,48.075863,Id_24250
24250,66.7439,66.7439,63.818443,62.250847,Id_24251
24251,60.115086,60.115086,57.7614,56.638638,Id_24252
24252,65.632256,65.632256,62.60369,60.877865,Id_24253
24253,66.281334,66.281334,63.506325,61.934635,Id_24254
24254,65.82586,65.82586,62.694305,61.506287,Id_24255
24255,72.20604,72.20604,73.96147,72.361015,Id_24256
24256,39.03913,39.03913,39.912186,39.153873,Id_24257
24257,76.031425,76.031425,77.76802,75.98812,Id_24258
24258,35.294365,35.294365,38.21764,35.041702,Id_24259
24259,64.08951,64.08951,68.49675,63.914547,Id_24260
24260,67.23947,67.23947,67.16689,66.84121,Id_24261
24261,66.41604,66.41604,66.42603,66.29947,Id_24262
24262,64.388954,64.388954,64.395004,64.4388,Id_24263
24263,103.68981,103.68981,103.946,103.329926,Id_24264
24264,110.531044,110.531044,115.75125,111.904434,Id_24265
24265,62.15183,62.15183,66.395805,64.95291,Id_24266
24266,60.988358,60.988358,65.49453,63.898994,Id_24267
24267,66.27154,66.27154,70.21532,69.86472,Id_24268
24268,66.17033,66.17033,69.245476,68.71796,Id_24269
24269,66.35721,66.35721,66.5356,69.78854,Id_24270
24270,87.54385,87.54385,87.43221,91.490395,Id_24271
24271,61.28545,61.28545,61.128483,65.03689,Id_24272
24272,48.63598,48.63598,49.370995,50.6883,Id_24273
24273,61.79897,61.79897,62.061165,64.80326,Id_24274
24274,48.45559,48.45559,48.347332,50.75749,Id_24275
24275,95.19073,95.19073,95.37871,100.56543,Id_24276
24276,60.397762,60.397762,59.28326,62.458946,Id_24277
24277,83.51627,83.51627,83.367455,86.54869,Id_24278
24278,60.830257,60.830257,60.973553,65.431946,Id_24279
24279,63.96386,63.96386,63.667458,67.7466,Id_24280
24280,60.00219,60.00219,60.037056,60.130825,Id_24281
24281,34.00632,34.00632,33.882652,33.987366,Id_24282
24282,64.746025,64.746025,65.66031,66.28821,Id_24283
24283,75.438705,75.438705,75.02201,74.85031,Id_24284
24284,85.61178,85.61178,85.85701,86.38981,Id_24285
24285,91.00412,91.00412,92.23671,91.936134,Id_24286
24286,83.8035,83.8035,84.08911,83.95036,Id_24287
24287,113.6354,113.6354,113.60729,113.70131,Id_24288
24288,61.984226,61.984226,62.28023,62.38221,Id_24289
24289,59.7523,59.7523,59.864105,59.717007,Id_24290
24290,59.88889,59.88889,59.823883,59.75726,Id_24291
24291,42.9595,42.9595,43.452698,42.96496,Id_24292
24292,34.919346,34.919346,35.17457,35.54045,Id_24293
24293,34.08712,34.08712,34.030254,33.67759,Id_24294
24294,51.03061,51.03061,51.15863,51.053104,Id_24295
24295,60.796978,60.796978,59.952778,59.568317,Id_24296
24296,33.997917,33.997917,34.065704,33.854565,Id_24297
24297,64.63673,64.63673,64.62128,64.59056,Id_24298
24298,77.361664,77.361664,76.68273,77.13399,Id_24299
24299,64.504616,64.504616,64.708,64.371994,Id_24300
24300,117.66908,117.66908,116.68276,116.73852,Id_24301
24301,85.8163,85.8163,85.45968,85.98891,Id_24302
24302,65.07812,65.07812,61.20546,61.387028,Id_24303
24303,66.368164,66.368164,61.77602,61.814644,Id_24304
24304,60.07548,60.07548,56.350735,56.37746,Id_24305
24305,66.068085,66.068085,61.293552,61.42078,Id_24306
24306,72.31549,72.31549,72.48316,72.69712,Id_24307
24307,65.10751,65.10751,64.93179,64.97045,Id_24308
24308,76.31071,76.31071,76.195366,76.10836,Id_24309
24309,84.98233,84.98233,84.572586,84.84056,Id_24310
24310,91.462776,91.462776,91.61669,91.86603,Id_24311
24311,82.87772,82.87772,83.508934,83.062256,Id_24312
24312,106.364914,106.364914,106.599915,106.15166,Id_24313
24313,87.3412,87.3412,88.63574,87.54809,Id_24314
24314,60.075806,60.075806,59.828873,59.938698,Id_24315
24315,59.813583,59.813583,59.69181,59.715336,Id_24316
24316,51.248856,51.248856,51.092873,51.52315,Id_24317
24317,38.913845,38.913845,38.9403,38.83584,Id_24318
24318,64.31555,64.31555,64.45239,64.50151,Id_24319
24319,55.69501,55.69501,55.381203,55.482517,Id_24320
24320,65.496346,65.496346,65.380806,65.311935,Id_24321
24321,102.05488,102.05488,102.19356,102.11156,Id_24322
24322,85.0502,85.0502,84.59415,84.73818,Id_24323
24323,34.57586,34.57586,34.765133,34.68875,Id_24324
24324,55.737713,55.737713,55.664387,55.668404,Id_24325
24325,91.22685,91.22685,91.59236,91.65302,Id_24326
24326,91.27656,91.27656,91.78036,91.81499,Id_24327
24327,61.815155,61.815155,61.65145,61.82594,Id_24328
24328,48.19489,48.19489,48.61148,48.4899,Id_24329
24329,33.08525,33.08525,33.060104,32.933807,Id_24330
24330,67.00909,67.00909,66.21191,66.73808,Id_24331
24331,56.502125,56.502125,56.388756,56.63048,Id_24332
24332,47.171913,47.171913,47.09563,47.20378,Id_24333
24333,95.51276,95.51276,95.899895,95.63503,Id_24334
24334,89.82175,89.82175,89.68924,89.699814,Id_24335
24335,84.95375,84.95375,88.87463,87.95753,Id_24336
24336,73.425995,73.425995,74.34151,79.527145,Id_24337
24337,59.449802,59.449802,59.666405,62.921688,Id_24338
24338,60.97813,60.97813,61.093365,65.38696,Id_24339
24339,43.176517,43.176517,43.662666,46.16499,Id_24340
24340,59.09014,59.09014,59.11514,62.8252,Id_24341
24341,42.223858,42.223858,42.952805,46.334637,Id_24342
24342,42.7759,42.7759,42.35945,45.92305,Id_24343
24343,59.00912,59.00912,59.11732,62.790913,Id_24344
24344,48.39778,48.39778,48.353664,50.98502,Id_24345
24345,64.25403,64.25403,64.28732,68.03196,Id_24346
24346,64.34916,64.34916,64.62031,64.15402,Id_24347
24347,65.008835,65.008835,65.0317,65.023155,Id_24348
24348,50.261177,50.261177,51.42736,50.685467,Id_24349
24349,61.492233,61.492233,60.836506,59.995605,Id_24350
24350,87.687164,87.687164,87.65655,87.42908,Id_24351
24351,62.988945,62.988945,63.117786,62.877937,Id_24352
24352,59.745876,59.745876,59.733444,59.7944,Id_24353
24353,62.498234,62.498234,62.55155,62.502018,Id_24354
24354,40.085648,40.085648,39.777943,39.832695,Id_24355
24355,64.54642,64.54642,64.679825,64.59115,Id_24356
24356,33.61031,33.61031,33.453163,33.52867,Id_24357
24357,60.662453,60.662453,61.061356,61.266026,Id_24358
24358,95.73017,95.73017,94.897224,95.09297,Id_24359
24359,85.25355,85.25355,85.00287,84.99743,Id_24360
24360,96.178185,96.178185,95.10995,95.68879,Id_24361
24361,35.296616,35.296616,37.78084,35.47141,Id_24362
24362,62.540916,62.540916,67.16394,62.936653,Id_24363
24363,36.577324,36.577324,39.12719,36.79274,Id_24364
24364,60.93524,60.93524,65.48403,61.008068,Id_24365
24365,35.479286,35.479286,35.47111,35.468937,Id_24366
24366,95.38,95.38,95.14822,95.87481,Id_24367
24367,61.034515,61.034515,61.209774,65.42727,Id_24368
24368,40.60617,40.60617,40.824364,42.862118,Id_24369
24369,36.512367,36.512367,36.663055,39.408375,Id_24370
24370,41.927227,41.927227,41.353527,41.72835,Id_24371
24371,62.42974,62.42974,62.372364,62.22311,Id_24372
24372,53.103497,53.103497,53.016907,53.198334,Id_24373
24373,49.240017,49.240017,49.26156,49.262955,Id_24374
24374,86.82089,86.82089,87.704414,86.579216,Id_24375
24375,99.135,99.135,99.1894,99.02281,Id_24376
24376,84.19697,84.19697,84.544975,84.27024,Id_24377
24377,42.767715,42.767715,42.809135,42.923958,Id_24378
24378,48.61241,48.61241,49.756584,47.149242,Id_24379
24379,61.458813,61.458813,61.47652,61.28533,Id_24380
24380,61.315414,61.315414,61.487846,61.214428,Id_24381
24381,63.38117,63.38117,62.63151,62.945538,Id_24382
24382,65.08187,65.08187,64.19055,64.91268,Id_24383
24383,61.799248,61.799248,61.89485,62.55171,Id_24384
24384,35.831432,35.831432,35.170803,35.29471,Id_24385
24385,65.041824,65.041824,64.4697,64.82581,Id_24386
24386,95.77313,95.77313,95.5808,95.664734,Id_24387
24387,46.193314,46.193314,42.957855,43.126072,Id_24388
24388,64.724106,64.724106,60.167645,60.023796,Id_24389
24389,52.294956,52.294956,48.757683,49.420784,Id_24390
24390,66.55583,66.55583,62.90207,63.370235,Id_24391
24391,65.27212,65.27212,61.30074,61.465885,Id_24392
24392,65.41291,65.41291,60.863884,61.331493,Id_24393
24393,66.84714,66.84714,66.548935,66.62684,Id_24394
24394,53.19566,53.19566,53.15785,53.233116,Id_24395
24395,85.91052,85.91052,86.605835,86.10867,Id_24396
24396,83.837234,83.837234,83.65882,83.56461,Id_24397
24397,99.11696,99.11696,99.070335,99.16294,Id_24398
24398,95.26077,95.26077,95.33139,95.52307,Id_24399
24399,94.88653,94.88653,95.17646,95.257965,Id_24400
24400,2122.4817,2122.4817,2124.1543,2120.6492,Id_24401
24401,476.46588,476.46588,475.49966,475.9025,Id_24402
24402,1168.6492,1168.6492,1171.1254,1169.3496,Id_24403
24403,839.85895,839.85895,838.68054,838.71,Id_24404
24404,2118.048,2118.048,2134.4827,2102.0852,Id_24405
24405,495.09293,495.09293,494.80872,494.65475,Id_24406
24406,1191.061,1191.061,1189.7094,1189.0231,Id_24407
24407,818.15643,818.15643,817.7595,817.77094,Id_24408
24408,500.67538,500.67538,500.8949,501.01477,Id_24409
24409,756.41,756.41,756.6912,756.74316,Id_24410
24410,1999.8704,1999.8704,1996.1262,1999.5165,Id_24411
24411,450.95407,450.95407,450.79532,451.05322,Id_24412
24412,2046.9802,2046.9802,2053.5344,2054.1614,Id_24413
24413,756.57294,756.57294,756.61584,756.9195,Id_24414
24414,1082.3308,1082.3308,1084.3933,1081.4633,Id_24415
24415,768.4311,768.4311,768.28467,768.6978,Id_24416
24416,1095.8987,1095.8987,1093.5472,1095.2542,Id_24417
24417,2224.833,2224.833,2227.3474,2226.01,Id_24418
24418,791.0464,791.0464,790.4531,791.2278,Id_24419
24419,502.6235,502.6235,502.59244,502.54852,Id_24420
24420,865.3049,865.3049,863.8664,866.6417,Id_24421
24421,505.99078,505.99078,506.27637,505.85165,Id_24422
24422,494.02026,494.02026,494.0385,494.1809,Id_24423
24423,2217.8953,2217.8953,2214.124,2216.5244,Id_24424
24424,844.4749,844.4749,844.09375,843.92554,Id_24425
24425,1226.0863,1226.0863,1224.8231,1226.5057,Id_24426
24426,2194.1265,2194.1265,2208.4182,2228.8916,Id_24427
24427,2207.8196,2207.8196,2202.2976,2219.4307,Id_24428
24428,782.1143,782.1143,782.3076,782.81274,Id_24429
24429,1331.1112,1331.1112,1333.2019,1332.7717,Id_24430
24430,2325.3054,2325.3054,2294.5203,2316.0518,Id_24431
24431,511.03552,511.03552,511.24692,511.14795,Id_24432
24432,2261.8286,2261.8286,2255.4163,2249.524,Id_24433
24433,503.75,503.75,503.99518,503.8606,Id_24434
24434,862.6925,862.6925,862.3553,862.2084,Id_24435
24435,2334.8755,2334.8755,2335.6372,2333.6558,Id_24436
24436,1282.194,1282.194,1278.3765,1284.5132,Id_24437
24437,1505.0363,1505.0363,1500.9644,1516.3239,Id_24438
24438,594.6091,594.6091,594.33795,594.55286,Id_24439
24439,595.87897,595.87897,596.0918,596.6007,Id_24440
24440,499.8248,499.8248,499.83508,499.69196,Id_24441
24441,1533.0303,1533.0303,1531.8193,1528.8485,Id_24442
24442,1457.0186,1457.0186,1462.6373,1452.99,Id_24443
24443,756.87085,756.87085,767.8963,767.41895,Id_24444
24444,750.3788,750.3788,752.54047,750.8604,Id_24445
24445,1433.6943,1433.6943,1434.57,1436.9696,Id_24446
24446,1542.1838,1542.1838,1517.8005,1511.1915,Id_24447
24447,1445.4481,1445.4481,1450.991,1446.1215,Id_24448
24448,496.78076,496.78076,497.146,496.8244,Id_24449
24449,821.1084,821.1084,827.4653,824.6565,Id_24450
24450,1483.6578,1483.6578,1471.8917,1482.3408,Id_24451
24451,623.8008,623.8008,623.96387,624.7145,Id_24452
24452,1529.7693,1529.7693,1504.0499,1522.61,Id_24453
24453,616.27783,616.27783,613.2006,614.42633,Id_24454
24454,1474.2781,1474.2781,1466.8306,1475.3724,Id_24455
24455,806.9758,806.9758,804.89954,804.26953,Id_24456
24456,846.6941,846.6941,844.1247,846.8054,Id_24457
24457,669.7785,669.7785,669.6,670.9765,Id_24458
24458,518.855,518.855,519.0435,519.0276,Id_24459
24459,830.77527,830.77527,817.6361,827.6091,Id_24460
24460,639.7911,639.7911,639.9532,639.07153,Id_24461
24461,747.7835,747.7835,749.5444,745.65204,Id_24462
24462,734.41425,734.41425,732.6307,731.97266,Id_24463
24463,492.8327,492.8327,492.83536,492.77942,Id_24464
24464,1232.7617,1232.7617,1222.3834,1224.2596,Id_24465
24465,641.1463,641.1463,638.99475,638.56934,Id_24466
24466,639.6427,639.6427,639.9998,640.28906,Id_24467
24467,508.14487,508.14487,508.33243,508.1921,Id_24468
24468,956.50543,956.50543,955.2476,954.27026,Id_24469
24469,945.95056,945.95056,944.8932,951.82367,Id_24470
24470,653.59503,653.59503,654.2114,654.4724,Id_24471
24471,506.09964,506.09964,506.143,506.15622,Id_24472
24472,1569.3425,1569.3425,1568.2837,1566.302,Id_24473
24473,450.6267,450.6267,450.92563,449.54315,Id_24474
24474,1519.1522,1519.1522,1537.4425,1515.988,Id_24475
24475,629.7477,629.7477,627.73,630.95013,Id_24476
24476,1519.441,1519.441,1533.735,1514.5742,Id_24477
24477,890.0484,890.0484,885.22363,887.38257,Id_24478
24478,629.5545,629.5545,632.27716,633.7912,Id_24479
24479,464.4222,464.4222,464.629,464.74966,Id_24480
24480,857.8325,857.8325,854.77423,854.5351,Id_24481
24481,465.3262,465.3262,465.33945,465.34207,Id_24482
24482,494.43933,494.43933,494.69247,494.65143,Id_24483
24483,1236.0365,1236.0365,1237.2032,1236.6724,Id_24484
24484,500.58282,500.58282,500.67206,500.545,Id_24485
24485,2147.5068,2147.5068,2131.4138,2138.2993,Id_24486
24486,2154.4663,2154.4663,2163.0574,2173.566,Id_24487
24487,1216.5322,1216.5322,1217.0178,1216.4346,Id_24488
24488,845.60474,845.60474,845.54987,845.8471,Id_24489
24489,1214.1705,1214.1705,1217.1918,1214.5908,Id_24490
24490,495.9955,495.9955,496.3631,496.68216,Id_24491
24491,1235.249,1235.249,1234.2606,1237.8127,Id_24492
24492,1246.7263,1246.7263,1246.1409,1245.9899,Id_24493
24493,495.49734,495.49734,495.4594,496.072,Id_24494
24494,1204.1418,1204.1418,1205.6348,1205.0615,Id_24495
24495,840.23584,840.23584,839.68494,840.1507,Id_24496
24496,500.95285,500.95285,501.41275,501.30273,Id_24497
24497,876.85516,876.85516,876.41144,876.7353,Id_24498
24498,495.78036,495.78036,495.86844,495.73267,Id_24499
24499,548.5316,548.5316,548.40894,547.76636,Id_24500
24500,1441.0382,1441.0382,1458.4177,1452.196,Id_24501
24501,1560.6234,1560.6234,1558.3193,1560.1771,Id_24502
24502,850.2872,850.2872,850.46747,845.61346,Id_24503
24503,519.0223,519.0223,519.235,519.1568,Id_24504
24504,1498.5938,1498.5938,1507.0216,1494.8138,Id_24505
24505,1455.2087,1455.2087,1456.3973,1458.0476,Id_24506
24506,844.11084,844.11084,844.54224,845.0342,Id_24507
24507,651.22266,651.22266,651.8796,651.08795,Id_24508
24508,1212.6604,1212.6604,1210.7451,1207.414,Id_24509
24509,1732.1538,1732.1538,1741.1361,1736.466,Id_24510
24510,1267.21,1267.21,1266.9851,1268.6007,Id_24511
24511,960.3811,960.3811,957.1929,952.9898,Id_24512
24512,630.88403,630.88403,630.5751,628.5477,Id_24513
24513,459.3417,459.3417,459.29364,459.35782,Id_24514
24514,459.996,459.996,459.97635,460.04507,Id_24515
24515,787.9221,787.9221,788.36127,788.47504,Id_24516
24516,2101.484,2101.484,2105.1277,2098.7705,Id_24517
24517,790.71405,790.71405,792.2979,793.181,Id_24518
24518,1169.2583,1169.2583,1166.9182,1168.4626,Id_24519
24519,494.3583,494.3583,494.65594,494.58148,Id_24520
24520,2172.867,2172.867,2185.1775,2179.033,Id_24521
24521,500.50098,500.50098,500.71014,500.78302,Id_24522
24522,835.38367,835.38367,837.00714,837.69293,Id_24523
24523,499.0376,499.0376,498.94257,499.02338,Id_24524
24524,768.07715,768.07715,768.6597,768.80695,Id_24525
24525,460.81763,460.81763,460.85596,460.9777,Id_24526
24526,2032.9958,2032.9958,2022.5641,2034.8064,Id_24527
24527,2161.5325,2161.5325,2166.8652,2175.9146,Id_24528
24528,2218.9575,2218.9575,2217.7158,2218.3774,Id_24529
24529,1179.2549,1179.2549,1178.0396,1178.9089,Id_24530
24530,858.4418,858.4418,858.30347,858.1953,Id_24531
24531,495.86566,495.86566,496.2394,496.21548,Id_24532
24532,1188.8226,1188.8226,1190.8641,1190.2039,Id_24533
24533,1193.2479,1193.2479,1193.1665,1191.6661,Id_24534
24534,2203.6426,2203.6426,2217.714,2195.4456,Id_24535
24535,1251.504,1251.504,1250.4473,1248.1477,Id_24536
24536,502.68213,502.68213,502.58432,502.43314,Id_24537
24537,2082.0967,2082.0967,2080.5652,2079.343,Id_24538
24538,2169.9897,2169.9897,2180.8196,2172.2664,Id_24539
24539,1205.0576,1205.0576,1206.9037,1204.6841,Id_24540
24540,494.76913,494.76913,494.80237,494.57605,Id_24541
24541,1207.7218,1207.7218,1208.2455,1208.4899,Id_24542
24542,841.567,841.567,841.3397,841.26465,Id_24543
24543,491.39215,491.39215,491.0472,491.21912,Id_24544
24544,512.08704,512.08704,512.25073,512.0174,Id_24545
24545,897.81885,897.81885,897.0255,897.32745,Id_24546
24546,501.036,501.036,501.45255,501.4027,Id_24547
24547,492.8551,492.8551,493.42822,492.99448,Id_24548
24548,884.0793,884.0793,884.2221,884.2129,Id_24549
24549,656.5322,656.5322,654.9313,657.058,Id_24550
24550,1411.7726,1411.7726,1401.8411,1398.4745,Id_24551
24551,756.9305,756.9305,771.91034,762.6733,Id_24552
24552,586.206,586.206,584.30096,585.14026,Id_24553
24553,750.35,750.35,751.03326,752.7267,Id_24554
24554,850.91833,850.91833,858.71674,852.07745,Id_24555
24555,845.0838,845.0838,850.1297,846.43365,Id_24556
24556,600.1366,600.1366,601.5477,599.3416,Id_24557
24557,807.6332,807.6332,801.0679,804.3329,Id_24558
24558,1412.3541,1412.3541,1417.0253,1416.6571,Id_24559
24559,783.7132,783.7132,789.69727,789.14966,Id_24560
24560,656.11194,656.11194,656.5581,656.13135,Id_24561
24561,506.37933,506.37933,506.57126,506.56927,Id_24562
24562,520.6194,520.6194,520.69324,520.7584,Id_24563
24563,652.5928,652.5928,654.11847,654.9232,Id_24564
24564,841.9205,841.9205,837.2573,839.5766,Id_24565
24565,519.1356,519.1356,519.29004,518.9161,Id_24566
24566,513.3025,513.3025,513.2042,513.4612,Id_24567
24567,654.3296,654.3296,654.0604,655.79517,Id_24568
24568,692.9192,692.9192,692.5476,691.72345,Id_24569
24569,501.3824,501.3824,501.71786,501.63162,Id_24570
24570,492.84314,492.84314,492.84525,492.91238,Id_24571
24571,644.39557,644.39557,645.10065,644.10297,Id_24572
24572,641.6313,641.6313,640.5384,640.3791,Id_24573
24573,1267.7935,1267.7935,1273.9814,1274.6028,Id_24574
24574,490.54367,490.54367,490.69968,490.58685,Id_24575
24575,466.89856,466.89856,466.85944,467.0583,Id_24576
24576,919.8421,919.8421,919.4127,921.1506,Id_24577
24577,889.1417,889.1417,879.7856,880.3018,Id_24578
24578,1523.9033,1523.9033,1525.1422,1534.6381,Id_24579
24579,829.2023,829.2023,829.9383,831.83264,Id_24580
24580,631.53564,631.53564,633.946,635.92896,Id_24581
24581,481.10928,481.10928,481.20673,481.142,Id_24582
24582,1144.1655,1144.1655,1149.8846,1153.2048,Id_24583
24583,661.7044,661.7044,660.8344,656.6757,Id_24584
24584,1039.31,1039.31,1040.7667,1039.7336,Id_24585
24585,2034.3098,2034.3098,2017.4836,2017.4733,Id_24586
24586,1091.4609,1091.4609,1089.8789,1088.3566,Id_24587
24587,771.6777,771.6777,772.61584,770.7337,Id_24588
24588,2032.009,2032.009,2025.8364,2025.232,Id_24589
24589,2176.084,2176.084,2178.9602,2178.2444,Id_24590
24590,497.14072,497.14072,497.0828,497.1154,Id_24591
24591,2232.378,2232.378,2230.3064,2235.461,Id_24592
24592,2169.6067,2169.6067,2160.4739,2165.9062,Id_24593
24593,1186.3027,1186.3027,1186.2543,1185.7157,Id_24594
24594,790.25977,790.25977,790.7065,790.65906,Id_24595
24595,1111.5033,1111.5033,1109.4531,1114.2378,Id_24596
24596,793.27356,793.27356,792.53174,792.4473,Id_24597
24597,792.2233,792.2233,791.8939,792.0878,Id_24598
24598,467.09952,467.09952,467.16916,467.58768,Id_24599
24599,2192.913,2192.913,2195.5952,2197.181,Id_24600
24600,1242.1794,1242.1794,1239.9327,1240.0742,Id_24601
24601,1164.9362,1164.9362,1165.2273,1166.3884,Id_24602
24602,2164.692,2164.692,2173.1816,2165.0408,Id_24603
24603,497.39523,497.39523,497.58707,497.20078,Id_24604
24604,2270.9106,2270.9106,2264.6252,2258.056,Id_24605
24605,866.1323,866.1323,867.11066,867.23315,Id_24606
24606,2245.4465,2245.4465,2255.9438,2228.3943,Id_24607
24607,491.1009,491.1009,491.3952,491.40903,Id_24608
24608,458.50238,458.50238,458.24847,458.38562,Id_24609
24609,782.0197,782.0197,782.9561,781.37616,Id_24610
24610,794.22284,794.22284,795.8267,793.87085,Id_24611
24611,874.59644,874.59644,875.6245,874.70776,Id_24612
24612,2279.0417,2279.0417,2280.2256,2282.817,Id_24613
24613,503.75674,503.75674,503.3445,503.84235,Id_24614
24614,846.1372,846.1372,846.88104,847.5168,Id_24615
24615,1257.3114,1257.3114,1254.9518,1259.1874,Id_24616
24616,1268.3538,1268.3538,1271.1268,1272.5717,Id_24617
24617,501.60645,501.60645,502.0971,502.0917,Id_24618
24618,2314.3462,2314.3462,2305.1863,2282.1765,Id_24619
24619,814.85864,814.85864,814.7927,819.27496,Id_24620
24620,510.16534,510.16534,510.652,510.8778,Id_24621
24621,1404.5203,1404.5203,1407.726,1406.3903,Id_24622
24622,615.0092,615.0092,612.5636,614.147,Id_24623
24623,1478.1188,1478.1188,1473.4014,1478.0447,Id_24624
24624,523.99774,523.99774,523.8108,524.15,Id_24625
24625,650.32544,650.32544,651.5615,649.5106,Id_24626
24626,833.60004,833.60004,834.8929,840.0307,Id_24627
24627,1488.4164,1488.4164,1496.3335,1480.7737,Id_24628
24628,833.53906,833.53906,833.7783,831.032,Id_24629
24629,488.90237,488.90237,488.0381,488.48523,Id_24630
24630,636.27466,636.27466,637.13306,635.193,Id_24631
24631,489.05704,489.05704,489.04962,488.76672,Id_24632
24632,639.1081,639.1081,638.564,636.6008,Id_24633
24633,654.53125,654.53125,654.55536,654.20856,Id_24634
24634,921.1071,921.1071,920.9033,916.6894,Id_24635
24635,503.6753,503.6753,504.56775,504.19162,Id_24636
24636,501.66052,501.66052,502.7744,502.36032,Id_24637
24637,640.7139,640.7139,642.80707,641.1549,Id_24638
24638,492.84198,492.84198,492.94046,492.9012,Id_24639
24639,490.44528,490.44528,490.54755,490.53384,Id_24640
24640,508.12958,508.12958,508.4044,508.23193,Id_24641
24641,627.11475,627.11475,627.78107,626.7456,Id_24642
24642,632.1464,632.1464,631.84686,631.08795,Id_24643
24643,633.1708,633.1708,633.38446,632.32336,Id_24644
24644,473.0211,473.0211,472.84457,473.34973,Id_24645
24645,633.32513,633.32513,635.71246,634.7486,Id_24646
24646,469.39276,469.39276,469.91278,469.71964,Id_24647
24647,1453.6154,1453.6154,1454.9169,1453.3396,Id_24648
24648,635.19214,635.19214,634.61035,635.41156,Id_24649
24649,477.45407,477.45407,477.5191,477.19366,Id_24650
24650,1507.588,1507.588,1502.3677,1507.6322,Id_24651
24651,856.81006,856.81006,852.5678,852.2705,Id_24652
24652,1197.7375,1197.7375,1200.5548,1198.8733,Id_24653
24653,842.7961,842.7961,843.08704,842.9255,Id_24654
24654,2175.4153,2175.4153,2174.097,2168.44,Id_24655
24655,1184.9282,1184.9282,1183.6708,1183.3765,Id_24656
24656,2218.737,2218.737,2217.2031,2221.597,Id_24657
24657,854.8172,854.8172,854.7878,854.08453,Id_24658
24658,498.59415,498.59415,498.1698,497.91473,Id_24659
24659,2114.8274,2114.8274,2123.1235,2119.0874,Id_24660
24660,2209.5095,2209.5095,2198.4045,2207.3557,Id_24661
24661,1197.2593,1197.2593,1201.0737,1199.2416,Id_24662
24662,489.9364,489.9364,490.02194,490.07462,Id_24663
24663,839.68744,839.68744,839.4344,840.0575,Id_24664
24664,848.60675,848.60675,848.3106,848.94916,Id_24665
24665,505.78088,505.78088,506.4151,505.809,Id_24666
24666,494.80115,494.80115,494.9898,494.53384,Id_24667
24667,501.7168,501.7168,501.88773,501.74405,Id_24668
24668,883.2849,883.2849,883.6765,883.4346,Id_24669
24669,496.4826,496.4826,496.1851,496.63934,Id_24670
24670,898.30206,898.30206,898.6519,898.5942,Id_24671
24671,1511.9922,1511.9922,1513.5535,1517.2526,Id_24672
24672,510.5781,510.5781,510.37045,510.7461,Id_24673
24673,1474.3809,1474.3809,1470.1283,1472.5662,Id_24674
24674,832.3128,832.3128,830.27844,825.3265,Id_24675
24675,836.6522,836.6522,837.5767,834.13214,Id_24676
24676,502.05423,502.05423,501.8694,502.0344,Id_24677
24677,519.0668,519.0668,519.07214,519.0343,Id_24678
24678,1555.2192,1555.2192,1567.793,1556.0339,Id_24679
24679,866.70306,866.70306,871.0395,866.98804,Id_24680
24680,637.65686,637.65686,637.382,638.0234,Id_24681
24681,496.38068,496.38068,496.6311,496.69904,Id_24682
24682,1621.3094,1621.3094,1626.138,1620.2909,Id_24683
24683,647.1157,647.1157,647.9561,647.38214,Id_24684
24684,1198.2837,1198.2837,1198.4833,1199.8953,Id_24685
24685,621.9988,621.9988,622.8151,622.5685,Id_24686
24686,1505.6122,1505.6122,1498.4816,1502.3406,Id_24687
24687,869.05023,869.05023,872.51544,873.8161,Id_24688
24688,634.9547,634.9547,629.7517,631.3787,Id_24689
24689,651.65735,651.65735,653.9065,652.92053,Id_24690
24690,1090.919,1090.919,1098.7018,1093.708,Id_24691
24691,2030.6261,2030.6261,2020.49,2024.983,Id_24692
24692,1089.0875,1089.0875,1088.8177,1088.8096,Id_24693
24693,1198.4681,1198.4681,1199.4998,1199.1055,Id_24694
24694,844.7825,844.7825,845.13446,846.08,Id_24695
24695,501.8301,501.8301,502.18375,501.7898,Id_24696
24696,1206.9945,1206.9945,1207.8353,1209.7826,Id_24697
24697,496.1829,496.1829,496.50903,496.35788,Id_24698
24698,2227.5989,2227.5989,2225.6892,2222.789,Id_24699
24699,503.49344,503.49344,503.49652,503.7078,Id_24700
24700,1230.0034,1230.0034,1231.3934,1231.4336,Id_24701
24701,494.09534,494.09534,494.01184,493.89722,Id_24702
24702,1196.5377,1196.5377,1201.1823,1198.5957,Id_24703
24703,863.5374,863.5374,862.89105,862.7167,Id_24704
24704,1318.115,1318.115,1329.0912,1326.2347,Id_24705
24705,2191.933,2191.933,2192.7837,2194.1758,Id_24706
24706,1232.4097,1232.4097,1234.9891,1231.5553,Id_24707
24707,896.04553,896.04553,895.46796,896.31964,Id_24708
24708,877.0848,877.0848,876.985,876.75183,Id_24709
24709,2319.0967,2319.0967,2322.6877,2317.7874,Id_24710
24710,838.8048,838.8048,839.8522,838.86346,Id_24711
24711,1277.1045,1277.1045,1274.8951,1274.3444,Id_24712
24712,496.3007,496.3007,496.4797,496.75983,Id_24713
